Period,Serie,VÃ¤rde
2010-04-01,1 EUR,9.7365
2010-04-06,1 EUR,9.6585
2010-04-07,1 EUR,9.646
2010-04-08,1 EUR,9.7035
2010-04-09,1 EUR,9.664
2010-04-12,1 EUR,9.7595
2010-04-13,1 EUR,9.7735
2010-04-14,1 EUR,9.746
2010-04-15,1 EUR,9.703
2010-04-16,1 EUR,9.688
2010-04-19,1 EUR,9.728
2010-04-20,1 EUR,9.6635
2010-04-21,1 EUR,9.6255
2010-04-22,1 EUR,9.6285
2010-04-23,1 EUR,9.613
2010-04-26,1 EUR,9.5815
2010-04-27,1 EUR,9.5835
2010-04-28,1 EUR,9.65
2010-04-29,1 EUR,9.636
2010-04-30,1 EUR,9.609
2010-05-03,1 EUR,9.6385
2010-05-04,1 EUR,9.5865
2010-05-05,1 EUR,9.6315
2010-05-06,1 EUR,9.7345
2010-05-07,1 EUR,9.855
2010-05-10,1 EUR,9.6875
2010-05-11,1 EUR,9.6235
2010-05-12,1 EUR,9.613
2010-05-14,1 EUR,9.5575
2010-05-17,1 EUR,9.5865
2010-05-18,1 EUR,9.5575
2010-05-19,1 EUR,9.5825
2010-05-20,1 EUR,9.6825
2010-05-21,1 EUR,9.8595
2010-05-24,1 EUR,9.767
2010-05-25,1 EUR,9.827
2010-05-26,1 EUR,9.781
2010-05-27,1 EUR,9.6685
2010-05-28,1 EUR,9.6755
2010-05-31,1 EUR,9.6325
2010-06-01,1 EUR,9.6385
2010-06-02,1 EUR,9.558
2010-06-03,1 EUR,9.522
2010-06-04,1 EUR,9.517
2010-06-07,1 EUR,9.63
2010-06-08,1 EUR,9.6415
2010-06-09,1 EUR,9.62
2010-06-10,1 EUR,9.6035
2010-06-11,1 EUR,9.5595
2010-06-14,1 EUR,9.562
2010-06-15,1 EUR,9.6375
2010-06-16,1 EUR,9.582
2010-06-17,1 EUR,9.6195
2010-06-18,1 EUR,9.5615
2010-06-21,1 EUR,9.505
2010-06-22,1 EUR,9.532
2010-06-23,1 EUR,9.5285
2010-06-24,1 EUR,9.53
2010-06-28,1 EUR,9.548
2010-06-29,1 EUR,9.535
2010-06-30,1 EUR,9.5005
2010-07-01,1 EUR,9.5655
2010-07-02,1 EUR,9.604
2010-07-05,1 EUR,9.5825
2010-07-06,1 EUR,9.635
2010-07-07,1 EUR,9.6245
2010-07-08,1 EUR,9.5535
2010-07-09,1 EUR,9.5325
2010-07-12,1 EUR,9.4645
2010-07-13,1 EUR,9.417
2010-07-14,1 EUR,9.4145
2010-07-15,1 EUR,9.4125
2010-07-16,1 EUR,9.456
2010-07-19,1 EUR,9.529
2010-07-20,1 EUR,9.5075
2010-07-21,1 EUR,9.475
2010-07-22,1 EUR,9.45
2010-07-23,1 EUR,9.4105
2010-07-26,1 EUR,9.4655
2010-07-27,1 EUR,9.454
2010-07-28,1 EUR,9.4945
2010-07-29,1 EUR,9.479
2010-07-30,1 EUR,9.4495
2010-08-02,1 EUR,9.382
2010-08-03,1 EUR,9.3645
2010-08-04,1 EUR,9.3905
2010-08-05,1 EUR,9.4055
2010-08-06,1 EUR,9.3835
2010-08-09,1 EUR,9.401
2010-08-10,1 EUR,9.41
2010-08-11,1 EUR,9.471
2010-08-12,1 EUR,9.486
2010-08-13,1 EUR,9.477
2010-08-16,1 EUR,9.515
2010-08-17,1 EUR,9.4245
2010-08-18,1 EUR,9.4355
2010-08-19,1 EUR,9.443
2010-08-20,1 EUR,9.469
2010-08-23,1 EUR,9.413
2010-08-24,1 EUR,9.4045
2010-08-25,1 EUR,9.463
2010-08-26,1 EUR,9.412
2010-08-27,1 EUR,9.4005
2010-08-30,1 EUR,9.3955
2010-08-31,1 EUR,9.4015
2010-09-01,1 EUR,9.356
2010-09-02,1 EUR,9.336
2010-09-03,1 EUR,9.3045
2010-09-06,1 EUR,9.299
2010-09-07,1 EUR,9.3085
2010-09-08,1 EUR,9.2955
2010-09-09,1 EUR,9.2535
2010-09-10,1 EUR,9.2215
2010-09-13,1 EUR,9.1825
2010-09-14,1 EUR,9.2155
2010-09-15,1 EUR,9.206
2010-09-16,1 EUR,9.215
2010-09-17,1 EUR,9.2175
2010-09-20,1 EUR,9.2175
2010-09-21,1 EUR,9.1325
2010-09-22,1 EUR,9.121
2010-09-23,1 EUR,9.1935
2010-09-24,1 EUR,9.206
2010-09-27,1 EUR,9.162
2010-09-28,1 EUR,9.2615
2010-09-29,1 EUR,9.1465
2010-09-30,1 EUR,9.16
2010-10-01,1 EUR,9.157
2010-10-04,1 EUR,9.2495
2010-10-05,1 EUR,9.259
2010-10-06,1 EUR,9.2245
2010-10-07,1 EUR,9.334
2010-10-08,1 EUR,9.291
2010-10-11,1 EUR,9.26
2010-10-12,1 EUR,9.2635
2010-10-13,1 EUR,9.2615
2010-10-14,1 EUR,9.215
2010-10-15,1 EUR,9.2295
2010-10-18,1 EUR,9.278
2010-10-19,1 EUR,9.299
2010-10-20,1 EUR,9.3315
2010-10-21,1 EUR,9.2795
2010-10-22,1 EUR,9.28
2010-10-25,1 EUR,9.2075
2010-10-26,1 EUR,9.227
2010-10-27,1 EUR,9.3455
2010-10-28,1 EUR,9.315
2010-10-29,1 EUR,9.3985
2010-11-01,1 EUR,9.2845
2010-11-02,1 EUR,9.277
2010-11-03,1 EUR,9.335
2010-11-04,1 EUR,9.2875
2010-11-05,1 EUR,9.285
2010-11-08,1 EUR,9.2735
2010-11-09,1 EUR,9.35
2010-11-10,1 EUR,9.3115
2010-11-11,1 EUR,9.297
2010-11-12,1 EUR,9.3775
2010-11-15,1 EUR,9.4155
2010-11-16,1 EUR,9.351
2010-11-17,1 EUR,9.413
2010-11-18,1 EUR,9.371
2010-11-19,1 EUR,9.3865
2010-11-22,1 EUR,9.378
2010-11-23,1 EUR,9.3915
2010-11-24,1 EUR,9.3385
2010-11-25,1 EUR,9.279
2010-11-26,1 EUR,9.273
2010-11-29,1 EUR,9.2395
2010-11-30,1 EUR,9.1835
2010-12-01,1 EUR,9.137
2010-12-02,1 EUR,9.1665
2010-12-03,1 EUR,9.131
2010-12-06,1 EUR,9.1175
2010-12-07,1 EUR,9.1145
2010-12-08,1 EUR,9.149
2010-12-09,1 EUR,9.1165
2010-12-10,1 EUR,9.1205
2010-12-13,1 EUR,9.127
2010-12-14,1 EUR,9.149
2010-12-15,1 EUR,9.0965
2010-12-16,1 EUR,9.0665
2010-12-17,1 EUR,9.0095
2010-12-20,1 EUR,9.011
2010-12-21,1 EUR,8.987
2010-12-22,1 EUR,8.963
2010-12-23,1 EUR,8.9885
2010-12-27,1 EUR,8.9795
2010-12-28,1 EUR,8.9715
2010-12-29,1 EUR,8.991
2010-12-30,1 EUR,9.002
2011-01-03,1 EUR,8.95
2011-01-04,1 EUR,8.9585
2011-01-05,1 EUR,8.937
2011-01-07,1 EUR,8.9175
2011-01-10,1 EUR,8.934
2011-01-11,1 EUR,8.887
2011-01-12,1 EUR,8.875
2011-01-13,1 EUR,8.8655
2011-01-14,1 EUR,8.9735
2011-01-17,1 EUR,8.905
2011-01-18,1 EUR,8.904
2011-01-19,1 EUR,8.9275
2011-01-20,1 EUR,8.9245
2011-01-21,1 EUR,8.9905
2011-01-24,1 EUR,8.9705
2011-01-25,1 EUR,8.941
2011-01-26,1 EUR,8.9155
2011-01-27,1 EUR,8.8375
2011-01-28,1 EUR,8.8545
2011-01-31,1 EUR,8.898
2011-02-01,1 EUR,8.8065
2011-02-02,1 EUR,8.8215
2011-02-03,1 EUR,8.8745
2011-02-04,1 EUR,8.803
2011-02-07,1 EUR,8.8
2011-02-08,1 EUR,8.77
2011-02-09,1 EUR,8.7855
2011-02-10,1 EUR,8.825
2011-02-11,1 EUR,8.8265
2011-02-14,1 EUR,8.7855
2011-02-15,1 EUR,8.758
2011-02-16,1 EUR,8.7525
2011-02-17,1 EUR,8.729
2011-02-18,1 EUR,8.717
2011-02-21,1 EUR,8.7615
2011-02-22,1 EUR,8.8285
2011-02-23,1 EUR,8.792
2011-02-24,1 EUR,8.8175
2011-02-25,1 EUR,8.8135
2011-02-28,1 EUR,8.818
2011-03-01,1 EUR,8.7095
2011-03-02,1 EUR,8.7285
2011-03-03,1 EUR,8.746
2011-03-04,1 EUR,8.8135
2011-03-07,1 EUR,8.89
2011-03-08,1 EUR,8.872
2011-03-09,1 EUR,8.8335
2011-03-10,1 EUR,8.815
2011-03-11,1 EUR,8.8305
2011-03-14,1 EUR,8.851
2011-03-15,1 EUR,8.919
2011-03-16,1 EUR,8.958
2011-03-17,1 EUR,9.0105
2011-03-18,1 EUR,8.976
2011-03-21,1 EUR,8.881
2011-03-22,1 EUR,8.9145
2011-03-23,1 EUR,8.9395
2011-03-24,1 EUR,8.93
2011-03-25,1 EUR,8.9795
2011-03-28,1 EUR,9.0155
2011-03-29,1 EUR,8.9825
2011-03-30,1 EUR,8.9295
2011-03-31,1 EUR,8.938
2011-04-01,1 EUR,8.951
2011-04-04,1 EUR,8.9785
2011-04-05,1 EUR,9.0065
2011-04-06,1 EUR,9.007
2011-04-07,1 EUR,9.066
2011-04-08,1 EUR,9.0175
2011-04-11,1 EUR,8.978
2011-04-12,1 EUR,9.077
2011-04-13,1 EUR,9.0685
2011-04-14,1 EUR,9.031
2011-04-15,1 EUR,8.9685
2011-04-18,1 EUR,8.931
2011-04-19,1 EUR,8.9405
2011-04-20,1 EUR,8.9265
2011-04-21,1 EUR,8.9035
2011-04-26,1 EUR,8.9045
2011-04-27,1 EUR,8.923
2011-04-28,1 EUR,8.9725
2011-04-29,1 EUR,8.911
2011-05-02,1 EUR,8.9255
2011-05-03,1 EUR,8.912
2011-05-04,1 EUR,8.969
2011-05-05,1 EUR,9.028
2011-05-06,1 EUR,9.023
2011-05-09,1 EUR,8.9885
2011-05-10,1 EUR,8.9815
2011-05-11,1 EUR,8.9585
2011-05-12,1 EUR,8.974
2011-05-13,1 EUR,8.974
2011-05-16,1 EUR,9.01
2011-05-17,1 EUR,8.9975
2011-05-18,1 EUR,8.9895
2011-05-19,1 EUR,8.9855
2011-05-20,1 EUR,8.9485
2011-05-23,1 EUR,8.932
2011-05-24,1 EUR,8.9235
2011-05-25,1 EUR,8.936
2011-05-26,1 EUR,8.902
2011-05-27,1 EUR,8.893
2011-05-30,1 EUR,8.8975
2011-05-31,1 EUR,8.883
2011-06-01,1 EUR,8.881
2011-06-03,1 EUR,8.9925
2011-06-07,1 EUR,9.0065
2011-06-08,1 EUR,9.017
2011-06-09,1 EUR,9.0275
2011-06-10,1 EUR,9.082
2011-06-13,1 EUR,9.106
2011-06-14,1 EUR,9.1075
2011-06-15,1 EUR,9.1305
2011-06-16,1 EUR,9.1985
2011-06-17,1 EUR,9.1975
2011-06-20,1 EUR,9.1765
2011-06-21,1 EUR,9.1748
2011-06-22,1 EUR,9.1499
2011-06-23,1 EUR,9.1591
2011-06-27,1 EUR,9.2243
2011-06-28,1 EUR,9.2395
2011-06-29,1 EUR,9.2364
2011-06-30,1 EUR,9.1467
2011-07-01,1 EUR,9.1532
2011-07-04,1 EUR,9.0864
2011-07-05,1 EUR,9.074
2011-07-06,1 EUR,9.0574
2011-07-07,1 EUR,9.0907
2011-07-08,1 EUR,9.0738
2011-07-11,1 EUR,9.1129
2011-07-12,1 EUR,9.2563
2011-07-13,1 EUR,9.1918
2011-07-14,1 EUR,9.2015
2011-07-15,1 EUR,9.2156
2011-07-18,1 EUR,9.2487
2011-07-19,1 EUR,9.2155
2011-07-20,1 EUR,9.1964
2011-07-21,1 EUR,9.133
2011-07-22,1 EUR,9.0529
2011-07-25,1 EUR,9.1162
2011-07-26,1 EUR,9.0956
2011-07-27,1 EUR,9.0652
2011-07-28,1 EUR,9.0877
2011-07-29,1 EUR,9.0913
2011-08-01,1 EUR,9.036
2011-08-02,1 EUR,9.0015
2011-08-03,1 EUR,9.0938
2011-08-04,1 EUR,9.0946
2011-08-05,1 EUR,9.2294
2011-08-08,1 EUR,9.2582
2011-08-09,1 EUR,9.2135
2011-08-10,1 EUR,9.2559
2011-08-11,1 EUR,9.2877
2011-08-12,1 EUR,9.2729
2011-08-15,1 EUR,9.2544
2011-08-16,1 EUR,9.2722
2011-08-17,1 EUR,9.2034
2011-08-18,1 EUR,9.1517
2011-08-19,1 EUR,9.2463
2011-08-22,1 EUR,9.1974
2011-08-23,1 EUR,9.1257
2011-08-24,1 EUR,9.1434
2011-08-25,1 EUR,9.1221
2011-08-26,1 EUR,9.1054
2011-08-29,1 EUR,9.1117
2011-08-30,1 EUR,9.155
2011-08-31,1 EUR,9.168
2011-09-01,1 EUR,9.1218
2011-09-02,1 EUR,9.1473
2011-09-05,1 EUR,9.1031
2011-09-06,1 EUR,9.1114
2011-09-07,1 EUR,9.0048
2011-09-08,1 EUR,8.9648
2011-09-09,1 EUR,8.9139
2011-09-12,1 EUR,8.9521
2011-09-13,1 EUR,9.135
2011-09-14,1 EUR,9.1758
2011-09-15,1 EUR,9.2407
2011-09-16,1 EUR,9.1472
2011-09-19,1 EUR,9.1728
2011-09-20,1 EUR,9.15
2011-09-21,1 EUR,9.0878
2011-09-22,1 EUR,9.2296
2011-09-23,1 EUR,9.249
2011-09-26,1 EUR,9.3006
2011-09-27,1 EUR,9.2156
2011-09-28,1 EUR,9.1709
2011-09-29,1 EUR,9.234
2011-09-30,1 EUR,9.2688
2011-10-03,1 EUR,9.2071
2011-10-04,1 EUR,9.1325
2011-10-05,1 EUR,9.1331
2011-10-06,1 EUR,9.1466
2011-10-07,1 EUR,9.1407
2011-10-10,1 EUR,9.1189
2011-10-11,1 EUR,9.0939
2011-10-12,1 EUR,9.1252
2011-10-13,1 EUR,9.1052
2011-10-14,1 EUR,9.1648
2011-10-17,1 EUR,9.1221
2011-10-18,1 EUR,9.1773
2011-10-19,1 EUR,9.1229
2011-10-20,1 EUR,9.1118
2011-10-21,1 EUR,9.1054
2011-10-24,1 EUR,9.1008
2011-10-25,1 EUR,9.1113
2011-10-26,1 EUR,9.1133
2011-10-27,1 EUR,9.0601
2011-10-28,1 EUR,9.0135
2011-10-31,1 EUR,9.0241
2011-11-01,1 EUR,9.0469
2011-11-02,1 EUR,9.0751
2011-11-03,1 EUR,9.1043
2011-11-04,1 EUR,9.0887
2011-11-07,1 EUR,9.0885
2011-11-08,1 EUR,9.0539
2011-11-09,1 EUR,9.0374
2011-11-10,1 EUR,9.0806
2011-11-11,1 EUR,9.0868
2011-11-14,1 EUR,9.0883
2011-11-15,1 EUR,9.1305
2011-11-16,1 EUR,9.1295
2011-11-17,1 EUR,9.1524
2011-11-18,1 EUR,9.1623
2011-11-21,1 EUR,9.1591
2011-11-22,1 EUR,9.1959
2011-11-23,1 EUR,9.2277
2011-11-24,1 EUR,9.2308
2011-11-25,1 EUR,9.2676
2011-11-28,1 EUR,9.2644
2011-11-29,1 EUR,9.2587
2011-11-30,1 EUR,9.1914
2011-12-01,1 EUR,9.1285
2011-12-02,1 EUR,9.1031
2011-12-05,1 EUR,9.0489
2011-12-06,1 EUR,9.0557
2011-12-07,1 EUR,9.0299
2011-12-08,1 EUR,9.0211
2011-12-09,1 EUR,9.0566
2011-12-12,1 EUR,9.041
2011-12-13,1 EUR,9.0557
2011-12-14,1 EUR,9.0887
2011-12-15,1 EUR,9.0891
2011-12-16,1 EUR,9.0591
2011-12-19,1 EUR,9.0079
2011-12-20,1 EUR,8.9951
2011-12-21,1 EUR,8.956
2011-12-22,1 EUR,8.9832
2011-12-23,1 EUR,8.9591
2011-12-27,1 EUR,8.9478
2011-12-28,1 EUR,8.9417
2011-12-29,1 EUR,8.9477
2011-12-30,1 EUR,8.9447
2012-01-02,1 EUR,8.9101
2012-01-03,1 EUR,8.9207
2012-01-04,1 EUR,8.8996
2012-01-05,1 EUR,8.848
2012-01-09,1 EUR,8.829
2012-01-10,1 EUR,8.816
2012-01-11,1 EUR,8.8117
2012-01-12,1 EUR,8.8277
2012-01-13,1 EUR,8.8916
2012-01-16,1 EUR,8.8672
2012-01-17,1 EUR,8.84
2012-01-18,1 EUR,8.8175
2012-01-19,1 EUR,8.7957
2012-01-20,1 EUR,8.7743
2012-01-23,1 EUR,8.7729
2012-01-24,1 EUR,8.7818
2012-01-25,1 EUR,8.8166
2012-01-26,1 EUR,8.8553
2012-01-27,1 EUR,8.8871
2012-01-30,1 EUR,8.9149
2012-01-31,1 EUR,8.8975
2012-02-01,1 EUR,8.8755
2012-02-02,1 EUR,8.8488
2012-02-03,1 EUR,8.8519
2012-02-06,1 EUR,8.7923
2012-02-07,1 EUR,8.827
2012-02-08,1 EUR,8.841
2012-02-09,1 EUR,8.8278
2012-02-10,1 EUR,8.8185
2012-02-13,1 EUR,8.8055
2012-02-14,1 EUR,8.7905
2012-02-15,1 EUR,8.7848
2012-02-16,1 EUR,8.7884
2012-02-17,1 EUR,8.8219
2012-02-20,1 EUR,8.8374
2012-02-21,1 EUR,8.8139
2012-02-22,1 EUR,8.7953
2012-02-23,1 EUR,8.834
2012-02-24,1 EUR,8.8477
2012-02-27,1 EUR,8.8327
2012-02-28,1 EUR,8.8307
2012-02-29,1 EUR,8.8295
2012-03-01,1 EUR,8.8116
2012-03-02,1 EUR,8.8261
2012-03-05,1 EUR,8.823
2012-03-06,1 EUR,8.8588
2012-03-07,1 EUR,8.9194
2012-03-08,1 EUR,8.9221
2012-03-09,1 EUR,8.8966
2012-03-12,1 EUR,8.9218
2012-03-13,1 EUR,8.9211
2012-03-14,1 EUR,8.8717
2012-03-15,1 EUR,8.929
2012-03-16,1 EUR,8.8684
2012-03-19,1 EUR,8.8952
2012-03-20,1 EUR,8.9014
2012-03-21,1 EUR,8.9172
2012-03-22,1 EUR,8.9018
2012-03-23,1 EUR,8.9369
2012-03-26,1 EUR,8.9358
2012-03-27,1 EUR,8.9072
2012-03-28,1 EUR,8.8804
2012-03-29,1 EUR,8.8463
2012-03-30,1 EUR,8.8436
2012-04-02,1 EUR,8.8183
2012-04-03,1 EUR,8.7929
2012-04-04,1 EUR,8.7936
2012-04-05,1 EUR,8.8032
2012-04-10,1 EUR,8.8626
2012-04-11,1 EUR,8.908
2012-04-12,1 EUR,8.9073
2012-04-13,1 EUR,8.905
2012-04-16,1 EUR,8.8867
2012-04-17,1 EUR,8.8945
2012-04-18,1 EUR,8.8562
2012-04-19,1 EUR,8.834
2012-04-20,1 EUR,8.8419
2012-04-23,1 EUR,8.8467
2012-04-24,1 EUR,8.8795
2012-04-25,1 EUR,8.889
2012-04-26,1 EUR,8.8779
2012-04-27,1 EUR,8.8823
2012-04-30,1 EUR,8.9004
2012-05-02,1 EUR,8.8918
2012-05-03,1 EUR,8.8721
2012-05-04,1 EUR,8.894
2012-05-07,1 EUR,8.9219
2012-05-08,1 EUR,8.9068
2012-05-09,1 EUR,8.9074
2012-05-10,1 EUR,8.923
2012-05-11,1 EUR,9.0105
2012-05-14,1 EUR,9.0133
2012-05-15,1 EUR,9.037
2012-05-16,1 EUR,9.1575
2012-05-18,1 EUR,9.1427
2012-05-21,1 EUR,9.111
2012-05-22,1 EUR,9.097
2012-05-23,1 EUR,9.0769
2012-05-24,1 EUR,9.0005
2012-05-25,1 EUR,9.0025
2012-05-28,1 EUR,8.9995
2012-05-29,1 EUR,8.98
2012-05-30,1 EUR,8.9997
2012-05-31,1 EUR,8.9738
2012-06-01,1 EUR,8.9928
2012-06-04,1 EUR,9.0033
2012-06-05,1 EUR,8.9738
2012-06-07,1 EUR,9.0127
2012-06-08,1 EUR,8.9761
2012-06-11,1 EUR,8.9082
2012-06-12,1 EUR,8.8568
2012-06-13,1 EUR,8.8436
2012-06-14,1 EUR,8.8411
2012-06-15,1 EUR,8.8417
2012-06-18,1 EUR,8.8447
2012-06-19,1 EUR,8.8346
2012-06-20,1 EUR,8.8486
2012-06-21,1 EUR,8.8348
2012-06-25,1 EUR,8.8125
2012-06-26,1 EUR,8.8326
2012-06-27,1 EUR,8.8409
2012-06-28,1 EUR,8.8024
2012-06-29,1 EUR,8.766
2012-07-02,1 EUR,8.7614
2012-07-03,1 EUR,8.7248
2012-07-04,1 EUR,8.7397
2012-07-05,1 EUR,8.6608
2012-07-06,1 EUR,8.6281
2012-07-09,1 EUR,8.6382
2012-07-10,1 EUR,8.6074
2012-07-11,1 EUR,8.5509
2012-07-12,1 EUR,8.5815
2012-07-13,1 EUR,8.5706
2012-07-16,1 EUR,8.619
2012-07-17,1 EUR,8.637
2012-07-18,1 EUR,8.5563
2012-07-19,1 EUR,8.525
2012-07-20,1 EUR,8.5063
2012-07-23,1 EUR,8.4369
2012-07-24,1 EUR,8.4131
2012-07-25,1 EUR,8.4328
2012-07-26,1 EUR,8.4362
2012-07-27,1 EUR,8.429
2012-07-30,1 EUR,8.4406
2012-07-31,1 EUR,8.346
2012-08-01,1 EUR,8.3227
2012-08-02,1 EUR,8.2904
2012-08-03,1 EUR,8.2846
2012-08-06,1 EUR,8.3463
2012-08-07,1 EUR,8.3144
2012-08-08,1 EUR,8.3314
2012-08-09,1 EUR,8.2739
2012-08-10,1 EUR,8.2467
2012-08-13,1 EUR,8.2065
2012-08-14,1 EUR,8.24
2012-08-15,1 EUR,8.2686
2012-08-16,1 EUR,8.2268
2012-08-17,1 EUR,8.3048
2012-08-20,1 EUR,8.2485
2012-08-21,1 EUR,8.2415
2012-08-22,1 EUR,8.3042
2012-08-23,1 EUR,8.3354
2012-08-24,1 EUR,8.2799
2012-08-27,1 EUR,8.2674
2012-08-28,1 EUR,8.2146
2012-08-29,1 EUR,8.3393
2012-08-30,1 EUR,8.3661
2012-08-31,1 EUR,8.3515
2012-09-03,1 EUR,8.3922
2012-09-04,1 EUR,8.4192
2012-09-05,1 EUR,8.4443
2012-09-06,1 EUR,8.5165
2012-09-07,1 EUR,8.537
2012-09-10,1 EUR,8.4696
2012-09-11,1 EUR,8.4958
2012-09-12,1 EUR,8.4929
2012-09-13,1 EUR,8.5063
2012-09-14,1 EUR,8.5522
2012-09-17,1 EUR,8.6334
2012-09-18,1 EUR,8.623
2012-09-19,1 EUR,8.5586
2012-09-20,1 EUR,8.5035
2012-09-21,1 EUR,8.4871
2012-09-24,1 EUR,8.5157
2012-09-25,1 EUR,8.5034
2012-09-26,1 EUR,8.4832
2012-09-27,1 EUR,8.4888
2012-09-28,1 EUR,8.4384
2012-10-01,1 EUR,8.4608
2012-10-02,1 EUR,8.5021
2012-10-03,1 EUR,8.5766
2012-10-04,1 EUR,8.6229
2012-10-05,1 EUR,8.5981
2012-10-08,1 EUR,8.6037
2012-10-09,1 EUR,8.606
2012-10-10,1 EUR,8.6164
2012-10-11,1 EUR,8.6425
2012-10-12,1 EUR,8.6713
2012-10-15,1 EUR,8.6736
2012-10-16,1 EUR,8.6341
2012-10-17,1 EUR,8.6421
2012-10-18,1 EUR,8.5869
2012-10-19,1 EUR,8.5612
2012-10-22,1 EUR,8.5823
2012-10-23,1 EUR,8.6087
2012-10-24,1 EUR,8.6596
2012-10-25,1 EUR,8.6693
2012-10-26,1 EUR,8.6914
2012-10-29,1 EUR,8.6594
2012-10-30,1 EUR,8.6266
2012-10-31,1 EUR,8.6192
2012-11-01,1 EUR,8.6227
2012-11-02,1 EUR,8.6173
2012-11-05,1 EUR,8.5794
2012-11-06,1 EUR,8.5521
2012-11-07,1 EUR,8.5823
2012-11-08,1 EUR,8.5531
2012-11-09,1 EUR,8.5379
2012-11-12,1 EUR,8.5857
2012-11-13,1 EUR,8.5866
2012-11-14,1 EUR,8.6282
2012-11-15,1 EUR,8.6406
2012-11-16,1 EUR,8.6348
2012-11-19,1 EUR,8.6556
2012-11-20,1 EUR,8.627
2012-11-21,1 EUR,8.663
2012-11-22,1 EUR,8.6307
2012-11-23,1 EUR,8.5979
2012-11-26,1 EUR,8.6007
2012-11-27,1 EUR,8.5952
2012-11-28,1 EUR,8.6481
2012-11-29,1 EUR,8.6072
2012-11-30,1 EUR,8.6551
2012-12-03,1 EUR,8.6738
2012-12-04,1 EUR,8.6451
2012-12-05,1 EUR,8.6507
2012-12-06,1 EUR,8.6281
2012-12-07,1 EUR,8.6091
2012-12-10,1 EUR,8.6322
2012-12-11,1 EUR,8.6595
2012-12-12,1 EUR,8.6189
2012-12-13,1 EUR,8.718
2012-12-14,1 EUR,8.7381
2012-12-17,1 EUR,8.7671
2012-12-18,1 EUR,8.7371
2012-12-19,1 EUR,8.7204
2012-12-20,1 EUR,8.6655
2012-12-21,1 EUR,8.6158
2012-12-27,1 EUR,8.624
2012-12-28,1 EUR,8.6166
2013-01-02,1 EUR,8.5688
2013-01-03,1 EUR,8.5575
2013-01-04,1 EUR,8.5182
2013-01-07,1 EUR,8.5368
2013-01-08,1 EUR,8.5342
2013-01-09,1 EUR,8.5776
2013-01-10,1 EUR,8.5734
2013-01-11,1 EUR,8.61
2013-01-14,1 EUR,8.624
2013-01-15,1 EUR,8.6248
2013-01-16,1 EUR,8.6701
2013-01-17,1 EUR,8.6608
2013-01-18,1 EUR,8.6878
